"artist_name","artist_uri","album_uri","album_name","album_img","album_type","is_collaboration","album_release_date","album_release_year","album_popularity","track_name","track_uri","track_number","disc_number","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity","track_preview_url","track_open_spotify_url","artist"
"Gorillaz","3AA28KZvwAUcZuOKwyblJQ","46bHbUtpBk7lNUil14ykvu","Laika Come Home","https://i.scdn.co/image/fdc542b80f099176b4a6ccaa860d532c320b45f7","album",TRUE,"2002-07-01",2002-07-01,33,"A Fistful Of Peanuts","3bwwexkV6q2q3kmNFZKFEe",11,1,0.753,0.494,"A#",-15.127,"minor",0.151,0.0553,0.412,0.179,0.526,168.011,353307,4,"A# minor",16,"https://p.scdn.co/mp3-preview/770f53bd099fc1813dde3043c4805af1d0903dfb?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/3bwwexkV6q2q3kmNFZKFEe","Gorillaz"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","5YuZ4DjvtZBywtIbHIqtGJ","13","https://i.scdn.co/image/ec5fa3225d06079e09648864c31df034005b4e19","album",FALSE,"1998-03-15",1998-03-15,63,"Caramel","3i9gUpwdYrtxfLPuqFlCTt",10,1,0.413,0.313,"A",-15.208,"minor",0.0353,0.82,0.901,0.137,0.0392,99.821,458227,4,"A minor",28,"https://p.scdn.co/mp3-preview/d257f2efbda17fea4459e04555d27bdbcd9085d3?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/3i9gUpwdYrtxfLPuqFlCTt","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","5YuZ4DjvtZBywtIbHIqtGJ","13","https://i.scdn.co/image/ec5fa3225d06079e09648864c31df034005b4e19","album",FALSE,"1998-03-15",1998-03-15,63,"Trimm Trabb","01fSXBxjBbkAJ193kfUoUc",11,1,0.593,0.459,"A",-11.594,"minor",0.0285,0.0253,0.516,0.102,0.422,103.21,336947,4,"A minor",35,"https://p.scdn.co/mp3-preview/baed02a97d69eccb11fc0ae07ffde48d39976edc?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/01fSXBxjBbkAJ193kfUoUc","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","album",FALSE,"2009-11-23",2009-11-23,15,"This Is A Low - Live In Hyde Park, London 3/7/09","4rLslJfiNKy74IZN0eTo7d",8,2,0.0826,0.925,"B",-8.197,"minor",0.325,0.299,0.0152,0.813,0.041,186.496,526200,4,"B minor",2,"https://p.scdn.co/mp3-preview/533a6d5628ec278ebd423f3099a03f4311f51213?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/4rLslJfiNKy74IZN0eTo7d","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","5YuZ4DjvtZBywtIbHIqtGJ","13","https://i.scdn.co/image/ec5fa3225d06079e09648864c31df034005b4e19","album",FALSE,"1998-03-15",1998-03-15,63,"No Distance Left To Run","0SaRvx9eYudSCQYNjuCQKX",12,1,0.419,0.208,"G",-14.751,"major",0.0339,0.722,0.0318,0.108,0.108,148.07,208267,3,"G major",36,"https://p.scdn.co/mp3-preview/b32a6cb5ed3a5af55d0b324398de644b6d1fbede?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/0SaRvx9eYudSCQYNjuCQKX","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","5YuZ4DjvtZBywtIbHIqtGJ","13","https://i.scdn.co/image/ec5fa3225d06079e09648864c31df034005b4e19","album",FALSE,"1998-03-15",1998-03-15,63,"Optigan I","05SEo3GMZSrYo8nQC28B0m",13,1,0.207,0.323,"C#",-22.641,"major",0.0358,0.856,0.993,0.135,0.454,95.568,154093,3,"C# major",24,"https://p.scdn.co/mp3-preview/ab3956641b6b872357ff63fe443e0fd80efa7ad8?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/05SEo3GMZSrYo8nQC28B0m","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"She's So High - Live in Hyde Park, London 02/07/2009","2fZa6MlFVOfMMOTeva0iry",1,1,0.062,0.967,"D",-4.381,"minor",0.255,0.00203,0.00245,0.972,0.106,191.448,300920,4,"D minor",19,"https://p.scdn.co/mp3-preview/a845f33ed7084760cfc84807784e64a5c376ef0a?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/2fZa6MlFVOfMMOTeva0iry","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Girls And Boys - Live in Hyde Park, London 02/07/2009","77uqRZDDgZ3imHNn8OQjVU",2,1,0.241,0.953,"F#",-3.648,"major",0.166,0.000584,0.0883,0.945,0.268,127.629,301960,4,"F# major",21,"https://p.scdn.co/mp3-preview/b297f503e6c7ed3c7b5f52499de1ca367b87313c?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/77uqRZDDgZ3imHNn8OQjVU","Blur"
"Graham Coxon","7ueZp29tCNwjIj4yAMTEaC","0aBbKRF4tsBdEIDDj5rR5R","Love Travels At Illegal Speeds","https://i.scdn.co/image/d3ddca0aeabdd51e3d1094635da42095981b1786","album",FALSE,"2006-03-13",2006-03-13,38,"What's He Got?","4vzftOBp72BMkaazDh2eMU",11,1,0.59,0.916,"G#",-3.99,"major",0.0391,0.00466,1.09e-06,0.0922,0.845,137.843,230308,4,"G# major",14,"https://p.scdn.co/mp3-preview/90b90252d46a8fae95cda2cba57e35fa3eb2b5ad?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/4vzftOBp72BMkaazDh2eMU","Graham Coxon"
"Gorillaz","3AA28KZvwAUcZuOKwyblJQ","0pdYY0CHFRVFLBZEPEKTMZ","D-Sides","https://i.scdn.co/image/60180731540c8b4d44e324eddcbd19feb88c7f53","album",FALSE,"2007-11-19",2007-11-19,56,"Dirty Harry - Schtung Chinese New Year Remix","1lcEkPgnDBGOMivixFntyS",8,2,0.545,0.899,"A#",-6.572,"minor",0.0823,0.0305,0.00122,0.458,0.872,191.989,233040,4,"A# minor",31,"https://p.scdn.co/mp3-preview/eccdcc9d2307e28e9dbfc2564e80d4ebd69b0fd5?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/1lcEkPgnDBGOMivixFntyS","Gorillaz"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Tracy Jacks - Live in Hyde Park, London 02/07/2009","1ZyUKemEyIsGwrjR6ju2K2",3,1,0.253,0.966,"E",-4.841,"major",0.225,0.018,1.86e-06,0.976,0.0928,126.268,271800,4,"E major",16,"https://p.scdn.co/mp3-preview/f5cfd1afd0cae3e8d5bb3e46ea8f5552334cbedd?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/1ZyUKemEyIsGwrjR6ju2K2","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"There's No Other Way - Live in Hyde Park, London 02/07/2009","3FRp4nKUG4xwMZgkBK9aKB",4,1,0.297,0.985,"A",-5.621,"minor",0.156,0.00494,0.129,0.919,0.197,129.476,253960,4,"A minor",17,"https://p.scdn.co/mp3-preview/d2ffa493588830295ac8aa7a7a5c4c4ad2a22c44?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/3FRp4nKUG4xwMZgkBK9aKB","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Jubilee - Live in Hyde Park, London 02/07/2009","2D2mdCd8RaTcNyB72jLICP",5,1,0.18,0.981,"A",-4.328,"minor",0.312,0.000506,0.00897,0.962,0.197,156.927,181480,4,"A minor",14,"https://p.scdn.co/mp3-preview/1e78459dd0c6009d5190b94474954fb1875801fc?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/2D2mdCd8RaTcNyB72jLICP","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","6diVUnzy1ywAePlFIx7ivV","All The People... Blur Live At Hyde Park 03/07/2009","https://i.scdn.co/image/82b34684eaef283ad9dff53a64169baf91e3f174","album",FALSE,"2009-11-23",2009-11-23,15,"The Universal - Live In Hyde Park, London 3/7/09","4iR5Ao9NME1eoWjiBZw3Zy",14,2,0.146,0.756,"A",-6.346,"major",0.0457,0.00338,0.00156,0.216,0.253,163.21,284307,4,"A major",2,"https://p.scdn.co/mp3-preview/c9851922abef797ae8b195344d947f8ec2526bdc?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/4iR5Ao9NME1eoWjiBZw3Zy","Blur"
"Graham Coxon","7ueZp29tCNwjIj4yAMTEaC","2SeYuvxyxhLP3rs7hHLr4c","A+E","https://i.scdn.co/image/4e9799683d099398b58590a49261ce5e9a99cc2f","album",FALSE,"2012-04-02",2012-04-02,7,"Meet and Drink and Pollinate","7M6ufZNgdFOyVSCpn4SbZ4",4,1,0.63,0.942,"C#",-4.2,"minor",0.067,0.199,0.909,0.069,0.817,140.803,321826,4,"C# minor",1,"https://p.scdn.co/mp3-preview/e3c740eeabaa150a7a912c346ece3a8bd4bcd94f?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/7M6ufZNgdFOyVSCpn4SbZ4","Graham Coxon"
"Gorillaz","3AA28KZvwAUcZuOKwyblJQ","0bUTHlWbkSQysoM3VsWldT","Demon Days","https://i.scdn.co/image/b1726c4ceb855e74841bbfe50aaa0c7aec6a54d0","album",FALSE,"2005-05-23",2005-05-23,80,"Don't Get Lost In Heaven","4hjGZN8poACfjWCK3Og6vY",14,1,0.405,0.413,"D",-10.384,"major",0.0342,0.972,5e-04,0.156,0.4,124.982,131867,4,"D major",50,"https://p.scdn.co/mp3-preview/c54f48b9a33a1138f671eb7330ccd59ecd0dc9ee?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/4hjGZN8poACfjWCK3Og6vY","Gorillaz"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Bad Head - Live in Hyde Park, London 02/07/2009","6J0vboKbqNM4nlzfxA0Wz9",6,1,0.322,0.9,"C",-6.453,"major",0.098,0.0376,0.00977,0.966,0.224,116.804,228547,4,"C major",15,"https://p.scdn.co/mp3-preview/cf4761a041f5c1cce2c1f83470f48fb173354b3c?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/6J0vboKbqNM4nlzfxA0Wz9","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Beetlebum - Live in Hyde Park, London 02/07/2009","63i0kTM0ChZN97OBqpx0xE",7,1,0.163,0.909,"F",-5.359,"major",0.144,0.0779,0.078,0.856,0.21,176.261,410187,4,"F major",19,"https://p.scdn.co/mp3-preview/602eb4c014e454ed5a64fa3148bb07f08e68e7fe?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/63i0kTM0ChZN97OBqpx0xE","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Out Of Time - Live in Hyde Park, London 02/07/2009","3vJGux05mfuKSLStBGXhIJ",8,1,0.327,0.779,"C",-8.801,"major",0.0457,0.386,0.198,0.976,0.163,145.71,238747,4,"C major",16,"https://p.scdn.co/mp3-preview/c392f1859065d759272b9ac25a94c3728cef2098?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/3vJGux05mfuKSLStBGXhIJ","Blur"
"Gorillaz","3AA28KZvwAUcZuOKwyblJQ","4tUxQkrduOE8sfgwJ5BI2F","Gorillaz","https://i.scdn.co/image/6c6086f6922b9a44920310b34ef98161bd7adf78","album",FALSE,"2001-03-26",2001-03-26,73,"Starshine","6Acl07q1DvzOyEskfmgsdv",13,1,0.813,0.341,"B",-14.411,"minor",0.0409,0.0654,0.69,0.0897,0.76,107.77,213547,4,"B minor",47,"https://p.scdn.co/mp3-preview/f69b5e616f4fd1ff8cb9cdd7586b85e893252008?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/6Acl07q1DvzOyEskfmgsdv","Gorillaz"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Trimm Trabb - Live in Hyde Park, London 02/07/2009","6UDrVbFEVjF0ipADivwtZS",9,1,0.276,0.944,"F",-6.122,"major",0.104,0.0517,0.649,0.924,0.193,112.458,324960,4,"F major",14,"https://p.scdn.co/mp3-preview/06c8dbe5ff5e9b4999ad6a191b84cd7237220939?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/6UDrVbFEVjF0ipADivwtZS","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Coffee And TV - Live in Hyde Park, London 02/07/2009","6OTOxbsfnqtm8qS5AvgnLp",10,1,0.297,0.977,"C#",-4.943,"minor",0.104,0.00011,0.0614,0.613,0.347,129.388,330320,4,"C# minor",17,"https://p.scdn.co/mp3-preview/79f17437f2f32ac2d802031f0aa6a5828ee533fa?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/6OTOxbsfnqtm8qS5AvgnLp","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Tender - Live in Hyde Park, London 02/07/2009","3Fk0r9lMynIR9k0uUL4yNi",11,1,0.204,0.801,"A",-5.155,"major",0.0527,0.0369,0.00171,0.879,0.253,81.599,549760,4,"A major",20,"https://p.scdn.co/mp3-preview/c7996ba15e038f8210d1b4f770e71fc2701df9dc?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/3Fk0r9lMynIR9k0uUL4yNi","Blur"
"The Good, the Bad & the Queen","6iy8nrBbtL57i4eUttHTww","5d8H2hGGnxAh8sKrK7D7F6","The Good, The Bad and The Queen","https://i.scdn.co/image/d436a86cb75c88bd255002669e34d8f45c8c96d9","album",FALSE,"2007-01-22",2007-01-22,55,"Northern Whale","3vJFELMHiffCvYyrWFjzLp",3,1,0.615,0.579,"F#",-9.88,"minor",0.0286,0.0553,0.865,0.161,0.655,122.235,234148,4,"F# minor",40,"https://p.scdn.co/mp3-preview/af3b01333d395938066d4507326ea824a1e3d976?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/3vJFELMHiffCvYyrWFjzLp","The Good, The Bad & The Queen"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Country House - Live in Hyde Park, London 02/07/2009","4M2kXJHdQMzhPvZRunBYwG",1,2,0.135,0.983,"A",-4.574,"major",0.3,0.00624,0.00267,0.966,0.123,175.048,308027,4,"A major",19,"https://p.scdn.co/mp3-preview/48a58fe1155839852c6223f24092daffe9ce8b99?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/4M2kXJHdQMzhPvZRunBYwG","Blur"
"Damon Albarn","0O98jlCaPzvsoei6U5jfEL","5kYYzRPUu3X8R544wihphw","Dr Dee","https://i.scdn.co/image/4698e1b99bac5a82260abb0f8dd2029bca490e97","album",FALSE,"2012-05-07",2012-05-07,32,"Damon Albarn: Dr Dee, An English Opera: No. 1, The Golden Dawn","1yZlf1ZzjLvzooiBlAfWcq",1,1,0.211,0.612,"F#",-12.946,"major",0.0603,0.0981,0.00454,0.351,0.0432,65.323,235534,3,"F# major",18,"https://p.scdn.co/mp3-preview/bd5ff344acc3f9710b55493beae7cb895c2a3a2f?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/1yZlf1ZzjLvzooiBlAfWcq","Damon Albarn"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Oily Water - Live in Hyde Park, London 02/07/2009","3xDrybRNdIrKPUekh47570",2,2,0.0791,0.991,"E",-3.634,"major",0.183,0.000206,0.889,0.357,0.0708,205.913,260027,3,"E major",13,"https://p.scdn.co/mp3-preview/c352af265112ea5c0021af8f44ae258299cf66a0?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/3xDrybRNdIrKPUekh47570","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Sunday Sunday - Live in Hyde Park, London 02/07/2009","2KXMSjRRtASMMJe1krp7vh",4,2,0.213,0.965,"C",-5.054,"major",0.187,0.00922,0.00028,0.937,0.0864,126.49,232360,3,"C major",12,"https://p.scdn.co/mp3-preview/c9528c7840b8622f027938b3f060defa64ddbbae?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/2KXMSjRRtASMMJe1krp7vh","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Parklife - Live in Hyde Park, London 02/07/2009","14s6n313aaDt9mfEVJPNL7",5,2,0.121,0.986,"E",-3.517,"major",0.322,0.00858,0,0.966,0.135,166.187,192307,4,"E major",18,"https://p.scdn.co/mp3-preview/2344824f978255f83dbfa1cfa8c35e43af68ae51?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/14s6n313aaDt9mfEVJPNL7","Blur"
"The Good, the Bad & the Queen","6iy8nrBbtL57i4eUttHTww","5d8H2hGGnxAh8sKrK7D7F6","The Good, The Bad and The Queen","https://i.scdn.co/image/d436a86cb75c88bd255002669e34d8f45c8c96d9","album",FALSE,"2007-01-22",2007-01-22,55,"A Soldier's Tale","6BxXxduwsaT4GZ5vJ0CSW0",9,1,0.392,0.597,"G",-7.74,"major",0.0275,0.138,0.086,0.11,0.241,75.395,150025,4,"G major",35,"https://p.scdn.co/mp3-preview/78ef69406ff53ef34c109885718e9a6dc83bbf27?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/6BxXxduwsaT4GZ5vJ0CSW0","The Good, The Bad & The Queen"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"End Of A Century - Live in Hyde Park, London 02/07/2009","0HPzcgKn7cNka6DEvW1myX",6,2,0.122,0.899,"G",-6.293,"major",0.165,0.287,3.12e-06,0.976,0.297,80.554,210680,4,"G major",15,"https://p.scdn.co/mp3-preview/84f471b27f73a12283f4ab3886fe345587b7b6fb?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/0HPzcgKn7cNka6DEvW1myX","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"To The End - Live in Hyde Park, London 02/07/2009","0gKclngrkAQpF6opHlYONa",7,2,0.371,0.808,"D",-5.544,"major",0.0369,0.0131,0.00233,0.797,0.461,95.897,264040,4,"D major",15,"https://p.scdn.co/mp3-preview/1523feb6044b95e562c1c80876af95cd73c8a24f?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/0gKclngrkAQpF6opHlYONa","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"This Is A Low - Live in Hyde Park, London 02/07/2009","0ZvCwFK8kcYEwaIvgcnkSU",8,2,0.0743,0.944,"A",-6.814,"major",0.369,0.476,0.0822,0.716,0.137,183.259,517467,4,"A major",13,"https://p.scdn.co/mp3-preview/c685dc05c922f24be60de408b357749c1d5b222d?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/0ZvCwFK8kcYEwaIvgcnkSU","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Popscene - Live in Hyde Park, London 02/07/2009","74hvXCKRAoXY6VxXk5XunL",9,2,0.325,0.989,"F",-4.127,"major",0.096,0.000409,0.00664,0.915,0.0374,102.432,177480,4,"F major",11,"https://p.scdn.co/mp3-preview/c38e1dc9b6263c06a79b207149736c786471f1bf?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/74hvXCKRAoXY6VxXk5XunL","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","3VyHgnHE4cp7YuU7skzuJ2","Blur","https://i.scdn.co/image/8598dd87ca83d963fb9c6295f42ebb883fbfd93f","album",FALSE,"1997-02-10",1997-02-10,50,"On Your Own - 2012 Remastered Version","55OzuoTnnJl8WWQJ9WMoGs",5,1,0.5,0.836,"B",-6.259,"major",0.0845,0.0288,0,0.0635,0.551,84.187,266173,4,"B major",29,"https://p.scdn.co/mp3-preview/6fcf8c4a588e0231b1be093e2ff80d3eadd71b18?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/55OzuoTnnJl8WWQJ9WMoGs","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Advert - Live in Hyde Park, London 02/07/2009","5ogRuZN2u1liudaXAKkyV0",10,2,0.105,0.993,"D",-4.059,"major",0.149,0.00172,0.0538,0.901,0.0397,174.58,203493,4,"D major",11,"https://p.scdn.co/mp3-preview/d83975629a401a90aa9efac4bf4b5737a7c6f2eb?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/5ogRuZN2u1liudaXAKkyV0","Blur"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Song 2 - Live in Hyde Park, London 02/07/2009","6LYSceBNxH09MNWRqoJx67",11,2,0.183,0.987,"D#",-6.831,"minor",0.232,0.0124,0.907,0.926,0.0321,84.418,353680,1,"D# minor",20,"https://p.scdn.co/mp3-preview/2a3cac7c4638f4272ec52a5d329b052fbbbe4653?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/6LYSceBNxH09MNWRqoJx67","Blur"
"Damon Albarn","0O98jlCaPzvsoei6U5jfEL","5SzhltQSSi1HUMi5cveZIZ","Everyday Robots","https://i.scdn.co/image/833d2b45ee407be24de4ec72edda2a81c7a081ae","album",FALSE,"2014-04-22",2014-04-22,55,"Heavy Seas Of Love","6lv4dGJ47PpsLGqVwG4Vp9",12,1,0.751,0.402,"D",-10.86,"minor",0.0307,0.749,0,0.123,0.366,104.039,224901,4,"D minor",40,"https://p.scdn.co/mp3-preview/fdfb7f0c6e010afd1c877dfb93ca59a5e2aa6673?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/6lv4dGJ47PpsLGqVwG4Vp9","Damon Albarn"
"Blur","7MhMgCo0Bl0Kukl93PZbYS","4s4QIAQ1gpnuGWT5KZKjtr","All The People... Blur Live At Hyde Park 02/07/2009","https://i.scdn.co/image/a02ef5e63a733589c5954e057623699cd6144b41","album",FALSE,"2009-11-23",2009-11-23,36,"Death Of A Party - Live in Hyde Park, London 02/07/2009","22zXKqmXTYFMEMymrVMXNW",12,2,0.389,0.938,"E",-5.943,"minor",0.062,0.173,0.385,0.982,0.645,167.999,316453,4,"E minor",11,"https://p.scdn.co/mp3-preview/7a37c54bb4ba600d9605a6b558d6a79f8e1140ad?cid=27ddcf2345ef43faa8164df3c5cc954d","https://open.spotify.com/track/22zXKqmXTYFMEMymrVMXNW","Blur"
